,Unnamed: 0,Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,coordinates
356,1345,x Warren Supportive Housing Phase 1 - Acquisition,Roxbury,02121,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,,"(<NA>, <NA>)"
357,1352,x Washington St Lodging,Dorchester,02124,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,,"(<NA>, <NA>)"
358,1355,x Waverly Street,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
359,1356,x Wayland St. Dorchester - COB,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
360,1357,"x Wellesley Park, #1",Dorchester,02124,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
361,1358,x Wenhan St (RDP),Jamaica Plain,02130,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
362,1359,x Wentworth St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
363,1368,x Westminster (AOP),Hyde Park,02136,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
364,1369,x Westmore Rd (BuildHome),Mattapan,02126,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
365,1370,x Wheatland Avenue,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
366,1371,x Wildwood Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
367,1373,x Winston Rd,Dorchester,02126,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
368,1375,x Woodbine Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(42.319004, -71.079687)"
369,1376,x Woodrow Ave (James VUP),Dorchester,02124,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
370,1377,x Woodville,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
371,1379,x Wordsworth St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
372,1380,x x Harrishof St,Roxbury,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
373,1381,x Zeigler Street,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
374,1384,xx Blue Hill Ave,Roxbury,02119,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
375,1385,xx Bowdoin St,Dorchester,02124,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,,"(<NA>, <NA>)"
376,1386,xx Chaucer St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
377,1387,xx Chelsea St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
378,1390,xx Dorchester Ave,Dorchester,02124,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
379,1393,xx Everett St,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(45.5179938, -123.1198115)"
380,1394,xx Gladstone St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
381,1396,xx Huckins St,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,,"(<NA>, <NA>)"
382,1398,xx Lexington St (1-4 Program),East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
383,1399,xx Magnolia St,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
384,1400,xx Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(42.4710971, -121.3780988)"
385,1403,xx Maywood Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
386,1404,xx Nelson Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
387,1406,xx River Street,Hyde Park,02136,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(45.2757335, -117.2113806)"
388,1407,xx Saratoga St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
389,1412,xx Wentworth St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
390,1416,xxx Blue Hill Ave,Roxbury,02119,3,2,1,0.0,0.0,0.0,3,1,2.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
391,1417,xxx Blue Hill Avenue,Dorchester,02121,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
392,1419,xxx Clarkson St (REO),Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
393,1421,xxx Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
394,1429,xxxx Clarkson St (REO),Dorchester,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
395,1430,xxxx Saratoga Street,East Boston,02128,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,Y,"(<NA>, <NA>)"
396,1431,xxxx Washington St,Jamaica Plain,02130,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
397,1433,xxxxx Blue Hill Ave,Dorchester,02121,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Public,,,"(<NA>, <NA>)"
398,1434,xxxxx Clarkson St (REO),Dorchester,02125,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
399,1437,xxxxxx Washington St,Dorchester,02124,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
400,1439,xxxxxxx Blue Hill Ave,Roxbury,02119,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Public,,,"(<NA>, <NA>)"
401,1440,xxxxxxxx Blue Hill Ave,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,,"(<NA>, <NA>)"
402,1444,Zebra Condominium,South End,02118,10,7,3,7.0,7.0,0.0,3,0,3.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
